abstracts,title
,Withdrawal of Advanced Notice of Proposed Rulemaking (ANPRM) on Obstructive Sleep Apnea (OSA) Does Not Mean Examiners and Employers Should Ignore Safety Risks.
,Diffuse Strong BCOR Immunoreactivity Is a Sensitive and Specific Marker for Clear Cell Sarcoma of the Kidney (CCSK) in Pediatric Renal Neoplasia.
"Background: It is known that dexmedetomidine can reduce opioid requirements and that there is a synergistic effect when dexmedetomidine and morphine (a full mu opioid receptor agonist) are administered together. However, it was unclear whether a synergistic or additive effect would be observed when dexmedetomidine was co-administered with a partial mu opioid receptor agonist. The present study was designed to elucidate such effects by intrathecally co-administering dexmedetomidine and dezocine, a partial mu receptor agonist, in a mouse pain model. Methods: C57 mice (N = 165) were randomly divided into 19 groups. The tail flick test was adopted to measure the antinociceptive effects of the tested agents. The mice were divided into saline and drug groups to investigate the dose-dependent analgesic effects. Each drug was administered at fixed doses alone and in combination with one of three doses of a second drug. Results: Dezocine (0.3125 - 1.25 mug) and dexmedetomidine (0.04 - 1 mug) both enhanced the tail withdrawal latency in dose-dependent fashions. Dexmedetomidine (0.04 - 1 mug) enhanced the analgesic effect of dezocine. Dezocine (0.3125 - 1.25 mug) enhanced the analgesic effect of dexmedetomidine. Compared with the individual drug effects, the combined effects of dezocine (0.625 mug) and dexmedetomidine (0.04 mug) were more potent 15 - 60 min after injection, but they remained similar to the sum of the effects of the two individual drugs. Conclusions: Dexmedetomidine and dezocine produce an additive analgesic effect on acute nociception when administered simultaneously.",Additive analgesic effect of dexmedetomidine and dezocine administered intrathecally in a mouse pain model.
"Heightened neural excitability in infancy and childhood results in increased susceptibility to seizures. Such early-life seizures are associated with language deficits and autism that can result from aberrant development of the auditory cortex. Here, we show that early-life seizures disrupt a critical period (CP) for tonotopic map plasticity in primary auditory cortex (A1). We show that this CP is characterized by a prevalence of ""silent,"" NMDA-receptor (NMDAR)-only, glutamate receptor synapses in auditory cortex that become ""unsilenced"" due to activity-dependent AMPA receptor (AMPAR) insertion. Induction of seizures prior to this CP occludes tonotopic map plasticity by prematurely unsilencing NMDAR-only synapses. Further, brief treatment with the AMPAR antagonist NBQX following seizures, prior to the CP, prevents synapse unsilencing and permits subsequent A1 plasticity. These findings reveal that early-life seizures modify CP regulators and suggest that therapeutic targets for early post-seizure treatment can rescue CP plasticity.",Early Seizures Prematurely Unsilence Auditory Synapses to Disrupt Thalamocortical Critical Period Plasticity.
"Purpose: Intranasally delivered ST266, the biological, proteinaceous secretome of amnion-derived multipotent progenitor cells, reduces retinal ganglion cell (RGC) loss, optic nerve inflammation, and demyelination in experimental optic neuritis. This unique therapy and novel administration route delivers numerous cytokines and growth factors to the eye and optic nerve, suggesting a potential to also treat other optic neuropathies. Thus, ST266-mediated neuroprotection was examined following traumatic optic nerve injury. Methods: Optic nerve crush injury was surgically induced in C57BL/6J mice. Mice were treated daily with intranasal PBS or ST266. RGC function was assessed by optokinetic responses (OKRs), RGCs were counted, and optic nerve sections were stained with luxol fast blue and anti-neurofilament antibodies to assess myelin and RGC axon damage. Results: Intranasal ST266 administered daily for 5 days, beginning at the time that a 1-second optic nerve crush was performed, significantly attenuated OKR decreases. Furthermore, ST266 treatment reduced damage to RGC axons and myelin within optic nerves, and blocked RGC loss. Following a 4-second optic nerve crush, intranasal ST266 increased RGC survival and showed a trend toward reduced RGC axon and myelin damage. Ten days following optic nerve crush, ST266 prevented myelin damage, while also inducing a trend toward increased RGC survival and visual function. Conclusions: ST266 significantly attenuates traumatic optic neuropathy. Neuroprotective effects of this unique combination of biologic molecules observed here and previously in optic neuritis suggest potential broad application for preventing neuronal damage in multiple optic nerve disorders. Furthermore, results support intranasal delivery as a novel, noninvasive therapeutic modality for eyes and optic nerves.",RGC Neuroprotection Following Optic Nerve Trauma Mediated By Intranasal Delivery of Amnion Cell Secretome.
"Purpose: To provide a comprehensive overview of the molecular basis of autosomal dominant retinitis pigmentosa (adRP) in Spanish families. Thus, we established the molecular characterization rate, gene prevalence, and mutational spectrum in the largest European cohort reported to date. Methods: A total of 258 unrelated Spanish families with a clinical diagnosis of RP and suspected autosomal dominant inheritance were included. Clinical diagnosis was based on complete ophthalmologic examination and family history. Retrospective and prospective analysis of Spanish adRP families was carried out using a combined strategy consisting of classic genetic techniques and next-generation sequencing (NGS) for single-nucleotide variants and copy number variation (CNV) screening. Results: Overall, 60% of our families were genetically solved. Interestingly, 3.1% of the cohort carried pathogenic CNVs. Disease-causing variants were found in an autosomal dominant gene in 55% of the families; however, X-linked and autosomal recessive forms were also identified in 3% and 2%, respectively. Four genes (RHO, PRPF31, RP1, and PRPH2) explained up to 62% of the solved families. Missense changes were most frequently found in adRP-associated genes; however, CNVs represented a relevant disease cause in PRPF31- and CRX-associated forms. Conclusions: Implementation of NGS technologies in the adRP study clearly increased the diagnostic yield compared with classic approaches. Our study outcome expands the spectrum of disease-causing variants, provides accurate data on mutation gene prevalence, and highlights the implication of CNVs as important contributors to adRP etiology.",Toward the Mutational Landscape of Autosomal Dominant Retinitis Pigmentosa: A Comprehensive Analysis of 258 Spanish Families.
"BACKGROUND: The pathway from evidence generation to consumption contains many steps which can lead to overstatement or misinformation. The proliferation of internet-based health news may encourage selection of media and academic research articles that overstate strength of causal inference. We investigated the state of causal inference in health research as it appears at the end of the pathway, at the point of social media consumption. METHODS: We screened the NewsWhip Insights database for the most shared media articles on Facebook and Twitter reporting about peer-reviewed academic studies associating an exposure with a health outcome in 2015, extracting the 50 most-shared academic articles and media articles covering them. We designed and utilized a review tool to systematically assess and summarize studies' strength of causal inference, including generalizability, potential confounders, and methods used. These were then compared with the strength of causal language used to describe results in both academic and media articles. Two randomly assigned independent reviewers and one arbitrating reviewer from a pool of 21 reviewers assessed each article. RESULTS: We accepted the most shared 64 media articles pertaining to 50 academic articles for review, representing 68% of Facebook and 45% of Twitter shares in 2015. Thirty-four percent of academic studies and 48% of media articles used language that reviewers considered too strong for their strength of causal inference. Seventy percent of academic studies were considered low or very low strength of inference, with only 6% considered high or very high strength of causal inference. The most severe issues with academic studies' causal inference were reported to be omitted confounding variables and generalizability. Fifty-eight percent of media articles were found to have inaccurately reported the question, results, intervention, or population of the academic study. CONCLUSIONS: We find a large disparity between the strength of language as presented to the research consumer and the underlying strength of causal inference among the studies most widely shared on social media. However, because this sample was designed to be representative of the articles selected and shared on social media, it is unlikely to be representative of all academic and media work. More research is needed to determine how academic institutions, media organizations, and social network sharing patterns impact causal inference and language as received by the research consumer.",Causal language and strength of inference in academic and media articles shared in social media (CLAIMS): A systematic review.
"PURPOSE OF REVIEW: Sedation for nonoperating room procedures is experiencing a considerable increase in demand. Respiratory compromise is one of the most common adverse events seen in sedation. Capnography is a modality that has been widely adopted in this area, but may not be well suited to the special demands of nonoperating room sedation. This review is an assessment of new technologies that may improve outcomes beyond those achievable with capnography. RECENT FINDINGS: New devices for detecting the onset of apnea and for assessing respiratory depression have emerged which have advantages over conventional capnography for detecting apnea without excessive false positive and false negative rates. In addition, monitors that assess respiratory drive have become available, and these may prove useful in regulating depth of sedation. SUMMARY: No single monitor is ideal for all settings. During brief endoscopic sedation, detection of apnea is paramount, while during longer procedures, avoiding excessive respiratory depression is more critical. The clinician must choose the appropriate monitor based on an understanding of the challenges of the particular environment.",Recent advances in respiratory monitory in nonoperating room anesthesia.
,Editorial Focus: CFTR-dependent bicarbonate secretion by Calu-3 cells.
"The adenosine triphosphate (ATP)-sensitive (KATP) channels in pancreatic beta cells couple the blood glucose level to insulin secretion. KATP channels in pancreatic beta cells comprise the pore-forming Kir6.2 and the modulatory sulfonylurea receptor 1 (SUR1) subunits. Currently, there is no high-affinity and relatively specific inhibitor for the Kir6.2 pore. The importance of developing such inhibitors is twofold. First, in many cases, the lack of such an inhibitor precludes an unambiguous determination of the Kir6.2's role in certain physiological and pathological processes. This problem is exacerbated because Kir6.2 knockout mice do not yield the expected phenotypes of hyperinsulinemia and hypoglycemia, which in part, may reflect developmental adaptation. Second, mutations in Kir6.2 or SUR1 that increase the KATP current cause permanent neonatal diabetes mellitus (PNDM). Many patients who have PNDM have been successfully treated with sulphonylureas, a common class of antidiabetic drugs that bind to SUR1 and indirectly inhibit Kir6.2, thereby promoting insulin secretion. However, some PNDM-causing mutations render KATP channels insensitive to sulphonylureas. Conceptually, because these mutations are located intracellularly, an inhibitor blocking the Kir6.2 pore from the extracellular side might provide another approach to this problem. Here, by screening the venoms from >200 animals against human Kir6.2 coexpressed with SUR1, we discovered a small protein of 54 residues (SpTx-1) that inhibits the KATP channel from the extracellular side. It inhibits the channel with a dissociation constant value of 15 nM in a relatively specific manner and with an apparent one-to-one stoichiometry. SpTx-1 evidently inhibits the channel by primarily targeting Kir6.2 rather than SUR1; it inhibits not only wild-type Kir6.2 coexpressed with SUR1 but also a Kir6.2 mutant expressed without SUR1. Importantly, SpTx-1 suppresses both sulfonylurea-sensitive and -insensitive, PNDM-causing Kir6.2 mutants. Thus, it will be a valuable tool to investigate the channel's physiological and biophysical properties and to test a new strategy for treating sulfonylurea-resistant PNDM.",A novel high-affinity inhibitor against the human ATP-sensitive Kir6.2 channel.
"Skeletal muscle comprises a family of diverse tissues with highly specialized functions. Many acquired diseases, including HIV and COPD, affect specific muscles while sparing others. Even monogenic muscular dystrophies selectively affect certain muscle groups. These observations suggest that factors intrinsic to muscle tissues influence their resistance to disease. Nevertheless, most studies have not addressed transcriptional diversity among skeletal muscles. Here we use RNAseq to profile mRNA expression in skeletal, smooth, and cardiac muscle tissues from mice and rats. Our data set, MuscleDB, reveals extensive transcriptional diversity, with greater than 50% of transcripts differentially expressed among skeletal muscle tissues. We detect mRNA expression of hundreds of putative myokines that may underlie the endocrine functions of skeletal muscle. We identify candidate genes that may drive tissue specialization, including Smarca4, Vegfa, and Myostatin. By demonstrating the intrinsic diversity of skeletal muscles, these data provide a resource for studying the mechanisms of tissue specialization.",Transcriptional profiling reveals extraordinary diversity among skeletal muscle tissues.
,CDKN2A/B Loss Is Associated with Anaplastic Transformation in a Case of NTRK2 Fusion-positive Pilocytic Astrocytoma.
,The Ethics of Medicaid's Work Requirements and Other Personal Responsibility Policies.
"Importance: Use of next-generation sequencing of RNA and machine learning algorithms can classify the risk of malignancy in cytologically indeterminate thyroid nodules to limit unnecessary diagnostic surgery. Objective: To measure the performance of a genomic sequencing classifier for cytologically indeterminate thyroid nodules. Design, Setting, and Participants: A blinded validation study was conducted on a set of cytologically indeterminate thyroid nodules collected by fine-needle aspiration biopsy between June 2009 and December 2010 from 49 academic and community centers in the United States. All patients underwent surgery without genomic information and were assigned a histopathology diagnosis by an expert panel blinded to all genomic information. There were 210 potentially eligible thyroid biopsy samples with Bethesda III or IV indeterminate cytopathology that constituted a cohort previously used to validate the gene expression classifier. Of these, 191 samples (91.0%) had adequate residual RNA for validation of the genomic sequencing classifier. Algorithm development and independent validation occurred between August 2016 and May 2017. Exposures: Thyroid nodule surgical histopathology diagnosis by an expert panel blinded to all genomic data. Main Outcomes and Measures: The primary end point was measurement of genomic sequencing classifier sensitivity, specificity, and negative and positive predictive values in biopsies from Bethesda III and IV nodules. The secondary end point was measurement of classifier performance in biopsies from Bethesda II, V, and VI nodules. Results: Of the 183 included patients, 142 (77.6%) were women, and the mean (range) age was 51.7 (22.0-85.0) years. The genomic sequencing classifier had a sensitivity of 91% (95% CI, 79-98) and a specificity of 68% (95% CI, 60-76). At 24% cancer prevalence, the negative predictive value was 96% (95% CI, 90-99) and the positive predictive value was 47% (95% CI, 36-58). Conclusions and Relevance: The genomic sequencing classifier demonstrates high sensitivity and accuracy for identifying benign nodules. Its 36% increase in specificity compared with the gene expression classifier potentially increases the number of patients with benign nodules who can safely avoid unnecessary diagnostic surgery.",Performance of a Genomic Sequencing Classifier for the Preoperative Diagnosis of Cytologically Indeterminate Thyroid Nodules.
"A cardinal feature of the reaction to stress is the promotion of energy mobilization, enabling appropriate behavioural responses. Predator odours are naturalistic and ecologically relevant stressors present over evolutionary timescales. In this study, we asked whether maternal predator odour exposure could program long-term energy mobilization in C57BL/6 mice offspring. To test this hypothesis, we measured rates of oxygen consumption in prenatally predator odour exposed mice in adulthood while controlling for levels of locomotor activity at baseline and under stress. Circulating thyroid hormone levels and the transcript abundance of key regulators of the hypothalamic-pituitary-thyroid axis within the periventricular nucleus (PVN) of the hypothalamus and in the liver, including carriers and receptors and thyrotropin-releasing hormone, were measured as endocrine mediators facilitating energy availability. Prenatally predator odour exposed mice of both sexes mobilized more energy during lower energy demand periods of the day and under stressful conditions. Further, prenatally predator odour exposed mice displayed modifications of their hypothalamic-pituitary-thyroid axis through increased circulating thyroxine and thyroid hormone receptor alpha within the PVN and decreased transthyretin in the liver. Overall, these results suggest that maternal exposure to predator odour is sufficient to increase long-term energy mobilization in adult offspring.",Maternal predator odour exposure programs metabolic responses in adult offspring.
,Role of Angiography in the Diagnosis and Treatment of Gastrointestinal Bleeding: Historical Perspective.
"The relationship between alopecia areata and celiac disease has been suspected for more than 20 years. For a particular individual with alopecia areata, the risk of coexisting celiac disease and the potential benefit of a gluten-free diet on hair loss or regrowth is known. Despite this limited information, patients often aske dermatologists whether they should undergo celiac disease testing or begin a gluten-free diet. We reviewed all available studies of the relationship between alopecia areata and celiac disease to provide guidance to practicing clinicians.","When your patient's parent asks: ""My child's alopecia areata is not getting better. Should he or she get tested for celiac disease?"""
"Familial hemophagocytic lymphohistiocytosis 2 (FHL2) is a cytokine storm syndrome characterized by immune hyperactivation with viral infection due to a CD8 T cell cytotoxic killing defect secondary to a perforin deficiency. As most studies of FHL2 mice have used pathogen naive animals, the effects of immune memory on FHL2 are understudied. We utilized an immunization model of the perforin-deficient mouse to study the effects of immune memory on FHL2. Prior CD8 T cell specific antigen exposure leads to enhanced HLH disease with increased morbidity and decreased time to mortality. Enhanced disease is associated with altered cytokine production and T cell proliferation. Response to IFNgamma blockade is reduced and TNFalpha gains a pathogenic role, while blockade of the IL-33 receptor ST2 remains effective. These results suggest that pre-existing immune memory may worsen outcome and alter treatment response for FHL2 patients who may not be naive to their immune triggers.",CD8 T Cell Memory Increases Immunopathology in the Perforin-Deficient Model of Hemophagocytic Lymphohistiocytosis Secondary to TNF-alpha.
"Despite recent advances in reducing therapy-related mortality after allogeneic stem cell transplantation (alloSCT) relapse remains the major cause of treatment failure and little progress has been achieved in the last decades. At the 3rd International Workshop on Biology, Prevention, and Treatment of Relapse held in Hamburg/Germany in November 2016 international experts presented and discussed recent developments in the field. Here, the potential of cellular therapies including unspecific and specific T cells, genetically modified T cells, CAR-T cells, NK-cells, and second allografting in prevention and treatment of relapse after alloSCT are summarized.",Prevention and treatment of relapse after stem cell transplantation by cellular therapies.
": Background: Despite the known benefits of early postsurgical mobility, there are no clear recommendations on early mobility among uncomplicated postoperative neurosurgical spine patients. PURPOSE: The purpose of this quality improvement initiative was to establish an NP-led early mobility protocol to reduce uncomplicated postsurgical spine patients' length of stay (LOS) in the hospital and eliminate the variability of postsurgical care. A secondary objective was to educate and empower nursing staff to initiate the early mobility protocol independently and incorporate it in their practice to improve patient care. METHODS: Two neurosurgery NPs led an interprofessional team to develop the early mobility protocol. Team members provided preadmission preoperative education to communicate the necessity for early mobility and provide information about the protocol. New nursing guidelines called for patient mobility on the day of surgery, within six hours of arrival on the medical-surgical unit. Nurses were empowered to get patients out of bed independently, without a physical therapy consultation; they also removed urinary catheters and discontinued IV opioids when patients' status permitted. RESULTS: Over a one-year period, implementation of the protocol resulted in a nine-hour reduction in LOS per hospitalization in neurosurgical spine patients who underwent lumbar laminectomies. The protocol also allowed nurses more autonomy in patient care and was a catalyst for patient involvement in their postoperative mobility. Given the success of the protocol, it is being replicated by other surgical services throughout the organization. CONCLUSIONS: This low-cost, high-reward initiative aligns with the strategic plan of the organization and ensures that high-quality, patient-centered care remains the priority. NPs in other institutions can modify this protocol to promote postoperative mobility in their organizations.",The Benefits of Implementing an Early Mobility Protocol in Postoperative Neurosurgical Spine Patients.
"LEARNING OBJECTIVES: After studying this article, the participant should be able to: 1. Identify skeletal differences that are treated with orthognathic surgery; describe the goals of orthognathic surgery; and understand modern virtual surgical planning of orthognathic movement of the mandible, maxilla, and chin. 2. Appreciate the surgical principles of maxilla- versus mandible-first surgery, and orthognathic surgery before orthodontic correction; and understand when an osseous genioplasty may be beneficial, and the potency of this bony movement. 3. Appreciate the utility of fat grafting as an adjunct to orthognathic bony movements, and demonstrate understanding of the utility of orthognathic surgery in the treatment of obstructive sleep apnea. 4. Be aware of associated complications and be able to critically assess outcomes following orthognathic surgery. SUMMARY: This CME article outlines the goals of orthognathic surgery, highlighting advances in the field and current controversies. The principles of the sequencing of osteotomies are discussed and literature is reviewed that may assist in decision-making as to maxilla-first versus mandible-first surgery. The emergence of ""surgery first,"" in which surgery precedes orthodontics, is discussed and important parameters for patient candidacy for such a procedure are provided. The emerging standard of virtual surgical planning is described, and a video is provided that walks the reader through a planning session. Soft-tissue considerations are highlighted, especially in the context of osseous genioplasty and fat grafting to the face. The utility of orthognathic surgery in the treatment of obstructive sleep apnea is discussed. The reader is provided with the most current data on complications following orthognathic surgery and advice on avoiding such pitfalls. Finally, outcome assessment focusing on the most current trend of patient-reported satisfaction and the psychological impact of orthognathic surgery are discussed.",Current Concepts in Orthognathic Surgery.
"PURPOSE: HIV/AIDS disproportionately affects young gay, bisexual, and other men who have sex with men (Y-GBMSM). Resilience remains understudied among Y-GBMSM living with HIV, but represents a potentially important framework for improving HIV-related outcomes in this population. We sought to explore cognitive and behavioral dimensions of resilience and their correlates among Y-GBMSM to gain insights to inform future interventions. METHODS: Our study sample consisted of 200 Y-GBMSM living with HIV enrolled in a multisite study of the Adolescent Medicine Trials Network for HIV/AIDS Interventions (ATN). Participants completed a one-time, self-administered structured questionnaire, including validated scales capturing a range of cognitive, behavioral, demographic, and psychosocial data. Utilizing these data, we examined cognitive and behavioral dimensions of resilience and their potential psychosocial correlates using linear regression modeling. RESULTS: Multiple regression analyses demonstrated that education, stigma, social support, ethnic identity, internalized homonegativity, and behavioral resilience were statistically significant predictors of cognitive resilience (P < 0.001, R(2) = 0.678). Social support satisfaction and cognitive resilience were significant predictors of behavioral resilience (P < 0.001, R(2) = 0.141). CONCLUSIONS: Our findings point to potential strategies for incorporating resilience-promoting features into future interventions to support Y-GBMSM living with HIV. Specifically, strengths-based interventions in this population should seek to enhance social support, promote positive identity development, and encourage education. Future research can also seek to utilize and refine our measures of resilience among youth.",Cognitive and Behavioral Resilience Among Young Gay and Bisexual Men Living with HIV.
"The MYC oncogene is commonly altered across human cancers. Distinct from the normal MYC proto-oncogene, which is under tight transcriptional, translational, and post-translational control, deregulated oncogenic MYC drives imbalanced, non-linear amplification of transcription that results in oncogenic 'stress.' The term 'stress' had been a euphemism for our lack of mechanistic understanding, but synthesis of many studies over the past decade provides a more coherent picture of oncogenic MYC driving metastable cellular states, particularly altered metabolism, that activate and depend on cellular stress response pathways to allow for continued growth and survival. Both deregulated metabolism and these stress response pathways represent vulnerabilities that can be exploited therapeutically.",MYC-induced metabolic stress and tumorigenesis.
"BACKGROUND AND OBJECTIVES: Pediatric hospitalists are expected to be adept at effective teamwork; yet, studies in which researchers describe teamwork practices in general pediatric inpatient settings are lacking. Our aim in this study was to examine the roles that general pediatric team members assume in real-life settings and how team members conduct teamwork practices on family-centered rounds. METHODS: In the ethnographic tradition, we observed a general pediatric team on a hospitalist service, focusing on family-centered rounds, and conducted in-depth interviews with interns, senior residents, and faculty. We collected data in the form of field notes from observations and transcribed interviews and used constant comparison methods to create codes and generate themes. We used Team Strategies and Tools to Enhance Performance and Patient Safety (TeamSTEPPS) as an analytic lens and organizing framework. RESULTS: Communication occurred in both structured and unstructured ways. Situation monitoring happened during routines, such as running the list, and led to creating a plan of patient care through shared decision-making. Some leadership characteristics were not exclusive to 1 team member. Finally, mutual support occurred through task completion and empowering learners; for example, attending physicians empowered senior residents, who also helped interns. CONCLUSIONS: Our findings aligned with some, but not all, teamwork principles from TeamSTEPPS; misalignment may be due to contextual factors, such as the need to provide medical education and the development of grassroots routines (eg, running the list). Context is a key consideration when developing interventions to enhance teamwork on inpatient medical wards.",Teamwork on Rounds on an Inpatient Ward Team: An Ethnographic Study.
"Hsp104 is a hexameric AAA + ATPase and protein disaggregase found in yeast, which can be potentiated via mutations in its middle domain (MD) to counter toxic phase separation by TDP-43, FUS and alpha-synuclein connected to devastating neurodegenerative disorders. Subtle missense mutations in the Hsp104 MD can enhance activity, indicating that post-translational modification of specific MD residues might also potentiate Hsp104. Indeed, several serine and threonine residues throughout Hsp104 can be phosphorylated in vivo. Here, we introduce phosphomimetic aspartate or glutamate residues at these positions and assess Hsp104 activity. Remarkably, phosphomimetic T499D/E and S535D/E mutations in the MD enable Hsp104 to counter TDP-43, FUS and alpha-synuclein aggregation and toxicity in yeast, whereas T499A/V/I and S535A do not. Moreover, Hsp104T499E and Hsp104S535E exhibit enhanced ATPase activity and Hsp70-independent disaggregase activity in vitro. We suggest that phosphorylation of T499 or S535 may elicit enhanced Hsp104 disaggregase activity in a reversible and regulated manner.",Potentiating Hsp104 activity via phosphomimetic mutations in the middle domain.
"3-Hydroxyanthranilate 3,4-dioxygenase (HAO) is an iron-dependent protein that activates O2 and inserts both oxygen atoms into 3-hydroxyanthranilate (3-HAA). An intriguing question is how HAO can rapidly bind O2, even though local O2 concentrations and diffusion rates are relatively low. Here, a close inspection of the HAO structures revealed that substrate- and inhibitor-bound structures exhibit a closed conformation with three hydrophobic loop regions moving toward the catalytic iron center, whereas the ligand-free structure is open. We hypothesized that these loop movements enhance O2 binding to the binary complex of HAO and 3-HAA. We found that the carboxyl end of 3-HAA triggers changes in two loop regions and that the third loop movement appears to be driven by an H-bond interaction between Asn(27) and Ile(142) Mutational analyses revealed that N27A, I142A, and I142P variants cannot form a closed conformation, and steady-state kinetic assays indicated that these variants have a substantially higher Km for O2 than WT HAO. This observation suggested enhanced hydrophobicity at the iron center resulting from the concerted loop movements after the binding of the primary substrate, which is hydrophilic. Given that O2 is nonpolar, the increased hydrophobicity at the iron center of the binary complex appears to be essential for rapid O2 binding and activation, explaining the reason for the 3-HAA-induced loop movements. Because substrate binding-induced open-to-closed conformational changes are common, the results reported here may help further our understanding of how oxygen is enriched in nonheme iron-dependent dioxygenases.","Adapting to oxygen: 3-Hydroxyanthrinilate 3,4-dioxygenase employs loop dynamics to accommodate two substrates with disparate polarities."
"Venous outflow obstruction is a dominant contributor to chronic venous disease. Treatment of venous disease has historically been limited by available vascular stent technology not specifically designed for the venous system. The ideal venous stent must provide requisite flexibility, strength, and accurate deployment for the anatomical and pathophysiological conditions of chronic venous disease. Venous stent technology is advancing with multiple dedicated venous stents currently available in Europe and with investigational device exemption studies ongoing in the United States. These technological advancements are promising for patients suffering from chronic venous disease. This article discusses the current status and future directions of venous stents.",Venous Stents: Current Status and Future Directions.
"OBJECTIVE: Colorectal cancer (CRC) is the second leading cause of cancer death in the United States. Cyclooxygenase-2 (COX-2) overexpression is associated with increased tumor invasiveness and proliferation in CRC, and COX-2 inhibition has demonstrated chemopreventive activity. This study investigated the addition of celecoxib, a selective COX-2 inhibitor, to the irinotecan, 5-fluorouracil, and leucovorin (IFL) regimen for patients with previously untreated metastatic CRC. PATIENTS AND METHODS: Forty-seven patients enrolled in this single-arm phase II study received celecoxib at 400 mg orally twice daily in combination with weekly irinotecan (125 mg/m), 5-fluorouracil (500 mg/m), and leucovorin (20 mg/m) for 4 weeks every 6 weeks. The primary endpoint was response rate (RR) as measured by Response Evaluation Criteria in Solid Tumors. The protocol was amended midway to additionally exclude patients with Eastern Cooperative Oncology Group performance status 2 and require all patients with specific cardiovascular risk factors to take daily aspirin (81 mg). RESULTS: The objective RR was 31.9% (95% confidence interval [CI], 19%-47%). Median progression-free survival was 8.7 months (95% CI, 5.8-10.6), and the median overall survival was 19.7 months (95% CI, 15.4-22.8). All cardiac events were observed before protocol modification. The median overall survival before and after protocol modification was 11.4 versus 24.2 months, respectively (P<0.0001); tumor RR and progression-free survival were not statistically different before or after protocol modification. The trial was halted after an interim analysis demonstrated that the primary endpoint would not be met. CONCLUSIONS: Celecoxib plus IFL chemotherapy for patients with metastatic CRC is tolerable, but does not appear to increase the efficacy of IFL.","A Phase II Study of Celecoxib With Irinotecan, 5-Fluorouracil, and Leucovorin in Patients With Previously Untreated Advanced or Metastatic Colorectal Cancer."
,A Not-So-Benign Papular Eruption: Challenge.
"OBJECTIVE: To formulate clinical consensus recommendations for screening depression, anxiety, health-related quality of life (HRQoL), and disordered eating symptoms in women with polycystic ovary syndrome (PCOS) and review prevalence based on phenotypes and ethnicity, changes over time, etiology, and impact of treatment. DESIGN: Systematic reviews and preparation of position statement. SETTING: Not applicable. PATIENT(S): Women with PCOS and controls screened using validated tools. INTERVENTION(S): None. MAIN OUTCOME MEASURE(S): Depressive symptoms, anxiety symptoms, disordered eating, and HRQoL scores. RESULT(S): Several studies demonstrate that women with PCOS have an increased prevalence of higher depression and anxiety scores and higher odds of moderate and severe depressive and anxiety symptoms compared with controls. Obesity, hyperandrogenism, and fertility have a weak association with these symptoms. HRQoL scores are consistently reduced in PCOS, with infertility and weight concerns having the most significant impact. Some studies suggest an increased prevalence of disordered eating in women with PCOS compared with controls. The few studies that have evaluated the impact of PCOS-related treatments (lifestyle interventions and pharmacotherapy) show no detrimental effect or some improvement in depressive and anxiety symptoms and HRQoL scores. CONCLUSION(S): In women with PCOS, screening for depressive and anxiety symptoms should be offered at the time of diagnosis and screening for disordered eating should be considered. Further research is required across PCOS phenotypes, in longitudinal cohorts and on impact of therapy on depressive and anxiety syptoms, HRQOL, and disordered eating.","Androgen Excess- Polycystic Ovary Syndrome Society: position statement on depression, anxiety, quality of life, and eating disorders in polycystic ovary syndrome."
"Individuals with 22q11.2 deletion syndrome (22q11.2DS) are at elevated risk of developing treatable psychiatric and neurological disorders, including anxiety disorders, schizophrenia, seizures, and movement disorders, often beginning in adolescence or early to mid-adulthood. Here, we provide an overview of neuropsychiatric features associated with 22q11.2DS in adulthood. Results of a new case series of 13 individuals with 22q11.2DS and catatonic features together with 5 previously reported cases support a potential association of this serious psychomotor phenotype with the 22q11.2 deletion. As in the general population, catatonic features in 22q11.2DS occurred in individuals with schizophrenia, other psychotic and non-psychotic psychiatric disorders, and neurological disorders like Parkinson's disease. We place the results in the context of an updated review of catatonia in other genetic conditions. The complex neuropsychiatric expression and risk profile of 22q11.2DS highlights the need to consider co-morbid factors and provide care tailored to the individual patient. The results reinforce the need for periodic monitoring for the emergence of psychiatric and neurological manifestations including catatonic features. Pending further research, enhanced recognition and informed anticipatory care promise to facilitate the early diagnosis that allows for timely implementation and optimization of effective treatments.",Neuropsychiatric expression and catatonia in 22q11.2 deletion syndrome: An overview and case series.
"Acute hippocampal injury represents a relatively rare cause of amnesia. Interestingly however, between 2012 and 2017, 18 patients were reported at hospitals in Massachusetts with sudden-onset amnesia in the setting of complete diffusion-weighted hyperintensity of both hippocampi on magnetic resonance imaging. Notably, 17 of the 18 patients tested positive for opioids or had a recorded history of opioid use. This observation suggests an association between opioids and acute hippocampal injury. With particular attention to the Massachusetts cluster and data on fentanyl and its congeners, the epidemiological and pathophysiological evidence that supports this hypothesis is presented, as are potential underlying mechanisms.",Connecting the dots: an association between opioids and acute hippocampal injury.
